song,total,write,read,dwt,gen_fpid
song273.wav,0.267634,0.062925,0.006979,0.119266,0.063010
song274.wav,0.270627,0.063355,0.009664,0.119229,0.062815
song275.wav,0.267893,0.063313,0.006924,0.119107,0.062960
song276.wav,0.266526,0.062094,0.006896,0.119118,0.062841
song277.wav,0.272304,0.067731,0.006934,0.119131,0.062841
song278.wav,0.267882,0.062919,0.007182,0.119310,0.062984
song279.wav,0.267269,0.062727,0.006970,0.119151,0.062848
song27.wav,0.268055,0.063463,0.006960,0.119240,0.062819
song280.wav,0.267237,0.062738,0.006937,0.119090,0.062813
song281.wav,0.272531,0.068037,0.006877,0.119228,0.062823
song282.wav,0.277745,0.063097,0.007186,0.129010,0.062872
song283.wav,0.269592,0.062667,0.008681,0.119511,0.062889
song284.wav,0.276303,0.063181,0.006942,0.127449,0.062958
song285.wav,0.267075,0.062653,0.006881,0.119281,0.062828
song286.wav,0.278274,0.070298,0.006972,0.122241,0.063045
song287.wav,0.266874,0.062524,0.006908,0.119178,0.062831
song288.wav,0.269024,0.062735,0.006972,0.119166,0.064588
song289.wav,0.267509,0.062648,0.007205,0.119268,0.062867
song28.wav,0.267344,0.062612,0.007319,0.119177,0.062900
song290.wav,0.274723,0.070345,0.006871,0.119105,0.062818
song291.wav,0.267841,0.063498,0.006875,0.119227,0.062870
song292.wav,0.267176,0.062748,0.006891,0.119167,0.062842
song293.wav,0.267241,0.062874,0.006928,0.119182,0.062831
song294.wav,0.266796,0.062259,0.006876,0.119146,0.062913
song295.wav,0.274505,0.070148,0.006917,0.119221,0.062887
song296.wav,0.267977,0.062937,0.007303,0.119115,0.062913
song297.wav,0.266911,0.062593,0.006948,0.119195,0.062868
song298.wav,0.280935,0.062648,0.007097,0.132221,0.062915
song299.wav,0.267209,0.062462,0.007175,0.119151,0.062834
song29.wav,0.267539,0.063198,0.006894,0.119126,0.062819
song2.wav,0.266502,0.062167,0.006965,0.119146,0.062861
song300.wav,0.269458,0.063051,0.006914,0.119189,0.064748
song301.wav,0.267122,0.062808,0.006867,0.119086,0.062887
song302.wav,0.270071,0.062975,0.007035,0.119085,0.062775
song303.wav,0.267524,0.063027,0.006940,0.119225,0.062865
song304.wav,0.267472,0.062801,0.007098,0.119284,0.062846
song305.wav,0.267508,0.062800,0.007046,0.119149,0.062890
song306.wav,0.271985,0.067767,0.006880,0.119142,0.062823
song307.wav,0.267025,0.062456,0.006902,0.119136,0.062931
song308.wav,0.272827,0.063360,0.011983,0.119265,0.062852
song309.wav,0.267232,0.062303,0.007184,0.119191,0.062912
song30.wav,0.267353,0.063082,0.006884,0.119135,0.062815
song310.wav,0.272078,0.067620,0.007026,0.118920,0.062878
song311.wav,0.267532,0.062032,0.006957,0.119716,0.063003
song312.wav,0.273267,0.062723,0.006923,0.124896,0.063159
song313.wav,0.267763,0.063413,0.006875,0.119195,0.062765
song314.wav,0.277981,0.062815,0.007040,0.129604,0.062826
song315.wav,0.275288,0.070578,0.006923,0.119222,0.062973
song316.wav,0.269102,0.062867,0.007020,0.120689,0.063005
song317.wav,0.267366,0.062897,0.006920,0.119237,0.062814
song318.wav,0.265379,0.062557,0.007029,0.119211,0.061006
song319.wav,0.267299,0.063026,0.006872,0.119118,0.062896
song31.wav,0.275133,0.070452,0.006997,0.119257,0.062887
song320.wav,0.266666,0.062073,0.006955,0.119109,0.062841
song321.wav,0.267461,0.062966,0.006923,0.119193,0.062859
song322.wav,0.266677,0.062195,0.006937,0.119182,0.062806
song323.wav,0.267638,0.062896,0.007283,0.119252,0.062884
song324.wav,0.267193,0.062626,0.006867,0.119200,0.062834
song325.wav,0.266878,0.062286,0.006933,0.119309,0.062838
song326.wav,0.268193,0.062727,0.006964,0.119644,0.062913
song327.wav,0.266865,0.062338,0.006959,0.119229,0.062958
song328.wav,0.271691,0.062928,0.006892,0.123498,0.062839
song329.wav,0.271343,0.066954,0.006946,0.119115,0.062872
song32.wav,0.271533,0.063345,0.006957,0.122794,0.062866
song330.wav,0.267131,0.062765,0.006943,0.119193,0.062860
song331.wav,0.270758,0.062231,0.007444,0.119313,0.066346
song332.wav,0.267351,0.062975,0.006923,0.119156,0.062877
song333.wav,0.268137,0.062520,0.007399,0.119232,0.063376
song334.wav,0.267563,0.063004,0.006983,0.119211,0.062880
song335.wav,0.267297,0.062842,0.006905,0.119228,0.062836
song336.wav,0.267776,0.063319,0.006954,0.119094,0.062900
song337.wav,0.267489,0.063168,0.006835,0.119231,0.062892
song338.wav,0.267107,0.062500,0.007004,0.119239,0.062925
song339.wav,0.266841,0.062490,0.006909,0.119125,0.062851
song33.wav,0.267429,0.063135,0.006873,0.119053,0.062923
song340.wav,0.275332,0.069996,0.006964,0.119652,0.062916
song341.wav,0.269448,0.064844,0.006912,0.119141,0.062840
song342.wav,0.266617,0.062363,0.006867,0.119187,0.062817
song343.wav,0.271209,0.066249,0.006958,0.119286,0.062964
song344.wav,0.266876,0.062422,0.006872,0.119181,0.062863
song345.wav,0.255080,0.062166,0.006994,0.107522,0.062859
song346.wav,0.267345,0.062925,0.006870,0.119225,0.062866
song347.wav,0.269465,0.063061,0.006958,0.120803,0.062970
song348.wav,0.267208,0.062537,0.006965,0.119288,0.062859
song349.wav,0.266980,0.062491,0.007342,0.119256,0.062265
song34.wav,0.267729,0.062937,0.006910,0.119351,0.062924
song350.wav,0.266973,0.062408,0.006959,0.119232,0.062904
song351.wav,0.267308,0.062252,0.007148,0.119163,0.062914
song352.wav,0.266938,0.062443,0.006915,0.119221,0.062870
song353.wav,0.267234,0.062599,0.006988,0.119047,0.062873
song354.wav,0.266194,0.061575,0.007047,0.119262,0.062814
song355.wav,0.268480,0.062758,0.007028,0.119828,0.062913
song356.wav,0.266816,0.062319,0.006960,0.119208,0.062820
song357.wav,0.266718,0.062246,0.006892,0.119205,0.062803
song358.wav,0.267571,0.063193,0.006893,0.119240,0.062834
song359.wav,0.267213,0.062571,0.006894,0.119139,0.062883
song35.wav,0.266770,0.062109,0.006926,0.119252,0.062866
song360.wav,0.250174,0.061507,0.007139,0.102751,0.062943
song361.wav,0.267796,0.063332,0.006942,0.119193,0.062807
song362.wav,0.268986,0.062741,0.006927,0.120622,0.062942
song363.wav,0.267880,0.062945,0.007232,0.119331,0.062823
song364.wav,0.255680,0.062831,0.006942,0.119331,0.050819
song365.wav,0.268063,0.063413,0.006961,0.119282,0.062911
song366.wav,0.267258,0.062835,0.006893,0.119164,0.062821
song367.wav,0.266839,0.062522,0.006902,0.119071,0.062880
song368.wav,0.267848,0.062933,0.006924,0.119401,0.062945
song369.wav,0.267228,0.062491,0.006943,0.119290,0.062890
song36.wav,0.267286,0.061836,0.007018,0.119627,0.062969
song370.wav,0.267828,0.063098,0.007050,0.119167,0.062874
song371.wav,0.267312,0.062687,0.006980,0.119183,0.062878
song372.wav,0.267349,0.062910,0.006936,0.119156,0.062823
song373.wav,0.267416,0.063023,0.006829,0.119214,0.062822
song374.wav,0.267282,0.062780,0.007001,0.119049,0.062809
song375.wav,0.267023,0.062443,0.006945,0.119188,0.062844
song376.wav,0.237815,0.062485,0.006922,0.089942,0.062856
song377.wav,0.267688,0.063179,0.006912,0.119180,0.062875
song378.wav,0.270640,0.062554,0.007014,0.122351,0.062967
song379.wav,0.266556,0.062028,0.006949,0.119156,0.062911
song37.wav,0.256449,0.063170,0.007019,0.119182,0.051533
song380.wav,0.266382,0.061907,0.006939,0.119149,0.062862
song381.wav,0.266472,0.061999,0.007082,0.119273,0.062816
song382.wav,0.267379,0.062937,0.006956,0.119060,0.062794
song383.wav,0.266718,0.062079,0.007213,0.119229,0.062808
song384.wav,0.267969,0.062719,0.006971,0.119529,0.062851
song385.wav,0.266913,0.062424,0.006921,0.119207,0.062884
song386.wav,0.266688,0.062146,0.006976,0.119104,0.062812
song387.wav,0.267562,0.062896,0.007161,0.119235,0.062816
song388.wav,0.266429,0.061674,0.006938,0.119212,0.062870
song389.wav,0.266807,0.062399,0.006917,0.119162,0.062845
song38.wav,0.267366,0.062440,0.007136,0.119139,0.062886
song390.wav,0.267558,0.062989,0.006970,0.119163,0.062845
song391.wav,0.287876,0.062296,0.006973,0.140029,0.062949
song392.wav,0.267360,0.062891,0.006944,0.119191,0.062864
song393.wav,0.263592,0.062399,0.006906,0.115847,0.062888
song394.wav,0.267176,0.062716,0.006917,0.119232,0.062851
song395.wav,0.271123,0.062651,0.007201,0.122504,0.063011
song396.wav,0.267532,0.062996,0.006975,0.119211,0.062879
song397.wav,0.258444,0.062823,0.006996,0.119163,0.053938
song398.wav,0.267131,0.062616,0.006978,0.119229,0.062888
song399.wav,0.267815,0.062503,0.007025,0.119551,0.062933
song39.wav,0.267446,0.062741,0.007023,0.119197,0.062885
song3.wav,0.267325,0.062742,0.006875,0.119222,0.062841
song400.wav,0.267290,0.062609,0.006986,0.119215,0.062820
song401.wav,0.266390,0.061974,0.006914,0.119170,0.062731
song402.wav,0.266941,0.062284,0.006965,0.119193,0.062885
