song,total,write,read,gen_fpid
song11.wav,0.297401,0.122213,0.007257,0.128557
song12_extra.wav,0.204356,0.063365,0.006547,0.119423
song14_extra.wav,0.206625,0.067684,0.006569,0.118312
song15_extra.wav,0.201887,0.063376,0.006329,0.118315
song16_extra.wav,0.239786,0.063100,0.006380,0.156541
song17_extra.wav,0.201538,0.063624,0.006307,0.118022
song18_extra.wav,0.201378,0.063532,0.006324,0.118088
song19_extra.wav,0.200884,0.063208,0.006376,0.117948
song20_extra.wav,0.201767,0.064140,0.006287,0.117924
song21_extra.wav,0.200920,0.062860,0.006357,0.118069
song22_extra.wav,0.201399,0.063753,0.006280,0.117930
song23_extra.wav,0.202376,0.064438,0.006298,0.118094
song24_extra.wav,0.202006,0.064033,0.006364,0.117970
song26_extra.wav,0.200996,0.063121,0.006287,0.117916
song27_extra.wav,0.201995,0.064389,0.006288,0.117890
song28_extra.wav,0.201721,0.064190,0.006247,0.117909
song44_extra.wav,0.228990,0.064402,0.006375,0.144438
song45_extra.wav,0.202708,0.063973,0.006447,0.118313
song46_extra.wav,0.201676,0.063667,0.006340,0.118146
song47_extra.wav,0.207907,0.070195,0.006205,0.118034
song49_extra.wav,0.201264,0.063492,0.006314,0.118005
song4_extra.wav,0.202008,0.063897,0.006675,0.117945
song50_extra.wav,0.201432,0.063766,0.006307,0.117922
song51_extra.wav,0.201166,0.063448,0.006308,0.117915
song52_extra.wav,0.201825,0.063116,0.006399,0.118596
song53_extra.wav,0.200996,0.062980,0.006330,0.118037
song54_extra.wav,0.201667,0.063570,0.006630,0.117953
song56_extra.wav,0.200715,0.063049,0.006272,0.117931
song57_extra.wav,0.205193,0.063611,0.006342,0.121736
song58_extra.wav,0.200996,0.063346,0.006298,0.117930
song59_extra.wav,0.200901,0.063315,0.006291,0.117892
song5_extra.wav,0.201868,0.063961,0.006356,0.117989
song60_extra.wav,0.201534,0.063801,0.006319,0.117966
song61_extra.wav,0.203781,0.065809,0.006301,0.117904
song63_extra.wav,0.201447,0.063719,0.006346,0.117988
song64_extra.wav,0.201104,0.063518,0.006292,0.117885
song65_extra.wav,0.208462,0.070905,0.006358,0.117855
song66_extra.wav,0.201326,0.063697,0.006257,0.117994
song67_extra.wav,0.203004,0.063441,0.008155,0.117921
song68_extra.wav,0.201330,0.063735,0.006307,0.117830
song69_extra.wav,0.228865,0.063616,0.006340,0.145502
song70_extra.wav,0.201588,0.063777,0.006253,0.118015
song71_extra.wav,0.201231,0.063467,0.006395,0.117911
song72_extra.wav,0.200910,0.063396,0.006305,0.117773
song73_extra.wav,0.201125,0.063371,0.006288,0.117979
song74_extra.wav,0.206130,0.068151,0.006306,0.117942
song75_extra.wav,0.201523,0.063706,0.006311,0.117994
song76_extra.wav,0.201104,0.063582,0.006290,0.117852
song78_extra.wav,0.201590,0.063941,0.006334,0.117840
song79_extra.wav,0.200488,0.062888,0.006288,0.117851
song7_extra.wav,0.200951,0.063639,0.006280,0.117685
song80_extra.wav,0.201065,0.063495,0.006259,0.117930
song81_extra.wav,0.238340,0.063298,0.006379,0.155053
song82_extra.wav,0.201115,0.063428,0.006273,0.117974
song83_extra.wav,0.201454,0.063788,0.006321,0.117967
song85_extra.wav,0.201266,0.063795,0.006270,0.117816
song86_extra.wav,0.202237,0.064508,0.006287,0.117943
song87_extra.wav,0.204420,0.066773,0.006346,0.117873
song88_extra.wav,0.200767,0.063298,0.006277,0.117879
song89_extra.wav,0.232920,0.068525,0.006704,0.113663
song8_extra.wav,0.202134,0.064481,0.006279,0.117920
song90_extra.wav,0.201182,0.063604,0.006329,0.117786
song92_extra.wav,0.200957,0.063407,0.006305,0.117803
song93_extra.wav,0.201959,0.064333,0.006324,0.117844
song94_extra.wav,0.204008,0.064241,0.006331,0.117912
song95_extra.wav,0.201797,0.064033,0.006347,0.117914
song96_extra.wav,0.201339,0.063495,0.006291,0.118026
song97_extra.wav,0.201087,0.063452,0.006298,0.117949
song98_extra.wav,0.201089,0.063462,0.006274,0.118024
song9_extra.wav,0.201890,0.064099,0.006348,0.117949
song0.wav,0.200797,0.063144,0.006295,0.117911
song10.wav,0.231659,0.063070,0.006375,0.148728
song111.wav,0.201220,0.063557,0.006264,0.117950
song113.wav,0.205427,0.067848,0.006304,0.117863
song115.wav,0.201421,0.063879,0.006331,0.117929
song117.wav,0.200585,0.062972,0.006303,0.117937
song119.wav,0.201434,0.063730,0.006337,0.117823
song120.wav,0.200724,0.063102,0.006311,0.117875
song105_extra.wav,0.201542,0.063797,0.006343,0.117962
song106_extra.wav,0.201710,0.064070,0.006293,0.117913
song107_extra.wav,0.200944,0.063310,0.006290,0.117958
song109_extra.wav,0.201656,0.063075,0.006498,0.118465
song10_extra.wav,0.201352,0.063747,0.006291,0.117919
song11_extra.wav,0.218669,0.063498,0.006304,0.135280
song1_extra.wav,0.200741,0.063121,0.006269,0.117908
song0_extra.wav,0.200514,0.062992,0.006272,0.117827
song100_extra.wav,0.200985,0.063294,0.006315,0.117841
song101_extra.wav,0.200441,0.062828,0.006295,0.117882
song102_extra.wav,0.201812,0.063878,0.006344,0.117974
song103_extra.wav,0.201141,0.062960,0.007003,0.117871
song104_extra.wav,0.201574,0.064069,0.006281,0.117841
song108_extra.wav,0.201279,0.063351,0.006365,0.118094
song13_extra.wav,0.201819,0.064297,0.006288,0.117813
song25_extra.wav,0.201400,0.063838,0.006327,0.117844
song29_extra.wav,0.200432,0.062712,0.006305,0.117980
song2_extra.wav,0.214623,0.063542,0.006671,0.130833
song30_extra.wav,0.200905,0.063134,0.006284,0.118042
song31_extra.wav,0.201136,0.063645,0.006343,0.117826
song32_extra.wav,0.200799,0.063385,0.006343,0.117778
song33_extra.wav,0.208341,0.070863,0.006261,0.117873
song34_extra.wav,0.200871,0.063563,0.006239,0.117721
song35_extra.wav,0.200648,0.063251,0.006291,0.117835
song36_extra.wav,0.203203,0.064174,0.007568,0.117857
song37_extra.wav,0.201499,0.063851,0.006340,0.117892
song38_extra.wav,0.201037,0.063315,0.006328,0.117940
song39_extra.wav,0.200901,0.063461,0.006223,0.117888
song3_extra.wav,0.200976,0.063444,0.006318,0.117860
song40_extra.wav,0.194617,0.063608,0.007394,0.110181
song41_extra.wav,0.201540,0.063924,0.006368,0.117889
song42_extra.wav,0.201656,0.064093,0.006348,0.117908
song43_extra.wav,0.200920,0.063311,0.006333,0.117890
song48_extra.wav,0.200527,0.063030,0.006259,0.117771
song55_extra.wav,0.200583,0.062908,0.006275,0.117912
song62_extra.wav,0.201600,0.064274,0.006293,0.117773
song6_extra.wav,0.200860,0.063271,0.006289,0.117942
song77_extra.wav,0.201037,0.063539,0.006318,0.117925
song84_extra.wav,0.201559,0.064024,0.006312,0.117887
song91_extra.wav,0.200413,0.062964,0.006335,0.117874
song99_extra.wav,0.201520,0.063787,0.006349,0.117995
song110.wav,0.223808,0.063550,0.006368,0.140379
song112.wav,0.201553,0.063836,0.006377,0.117877
song114.wav,0.200860,0.063355,0.006308,0.117837
song116.wav,0.201162,0.063795,0.006286,0.117739
song118.wav,0.201074,0.063502,0.006332,0.117890
song121.wav,0.202205,0.064302,0.006518,0.117854
song122.wav,0.208059,0.070365,0.006309,0.117930
song123.wav,0.200456,0.062800,0.006262,0.117914
song124.wav,0.201039,0.063419,0.006289,0.117878
song125.wav,0.200121,0.062572,0.006232,0.117966
song126.wav,0.201443,0.063958,0.006376,0.117700
song127.wav,0.200879,0.063230,0.006337,0.117946
song128.wav,0.203596,0.063258,0.006332,0.120455
song129.wav,0.200896,0.063213,0.006324,0.117954
song12.wav,0.202114,0.063478,0.007356,0.117862
song130.wav,0.201236,0.063657,0.006347,0.117815
song131.wav,0.200789,0.063158,0.006279,0.117910
song132.wav,0.200449,0.062970,0.006303,0.117783
song133.wav,0.200614,0.063127,0.006293,0.117856
song134.wav,0.200957,0.063183,0.006410,0.117885
song135.wav,0.206722,0.069094,0.006309,0.118007
song136.wav,0.200614,0.062977,0.006295,0.117872
song137.wav,0.200905,0.063403,0.006321,0.117838
song138.wav,0.201318,0.063787,0.006295,0.117844
song139.wav,0.211868,0.062890,0.006318,0.129236
song13.wav,0.201730,0.064310,0.006273,0.117766
song140.wav,0.201400,0.063124,0.006412,0.118272
song141.wav,0.200879,0.063288,0.006300,0.117911
song142.wav,0.200795,0.063222,0.006330,0.117909
song143.wav,0.200339,0.062800,0.006333,0.117768
song144.wav,0.200802,0.063058,0.006392,0.118069
song145.wav,0.200633,0.063084,0.006287,0.117865
song146.wav,0.201663,0.064145,0.006256,0.117919
song147.wav,0.200935,0.063392,0.006284,0.117850
song148.wav,0.200916,0.063346,0.006308,0.117921
song149.wav,0.201041,0.063135,0.006426,0.117965
song14.wav,0.215828,0.063572,0.006247,0.132570
song150.wav,0.201754,0.064271,0.006312,0.117862
song151.wav,0.200728,0.063175,0.006317,0.117925
song152.wav,0.200508,0.063080,0.006302,0.117828
song153.wav,0.200972,0.063407,0.006308,0.117857
song154.wav,0.200788,0.063167,0.006342,0.117832
song155.wav,0.200618,0.062915,0.006359,0.117953
song156.wav,0.201447,0.063644,0.006676,0.117848
song157.wav,0.201529,0.063789,0.006346,0.117970
song158.wav,0.200689,0.063071,0.006377,0.117808
song159.wav,0.206500,0.069125,0.006285,0.117760
song15.wav,0.201922,0.062830,0.007666,0.117958
song160.wav,0.208525,0.064540,0.006452,0.123991
song161.wav,0.201978,0.064316,0.006331,0.117916
song162.wav,0.201456,0.063860,0.006218,0.117926
song163.wav,0.200547,0.063027,0.006335,0.117834
song164.wav,0.200661,0.062955,0.006302,0.117981
song165.wav,0.201575,0.064000,0.006246,0.117779
song166.wav,0.200337,0.062795,0.006328,0.117848
song167.wav,0.205159,0.063335,0.010352,0.117899
song168.wav,0.201013,0.063299,0.006392,0.117880
song169.wav,0.201024,0.063425,0.006234,0.117907
song16.wav,0.200402,0.062906,0.006301,0.117819
song170.wav,0.201365,0.063819,0.006301,0.117865
song171.wav,0.241304,0.068271,0.006378,0.153135
song172.wav,0.201350,0.063768,0.006303,0.117856
song173.wav,0.201600,0.063843,0.006325,0.117950
song174.wav,0.200396,0.062949,0.006329,0.117855
song175.wav,0.201317,0.063750,0.006271,0.117921
song176.wav,0.201104,0.063695,0.006278,0.117746
song177.wav,0.200855,0.063364,0.006284,0.117824
song178.wav,0.226222,0.063069,0.006399,0.143197
song179.wav,0.201022,0.063405,0.006272,0.117829
song17.wav,0.202229,0.064643,0.006318,0.117922
song180.wav,0.200376,0.062741,0.006291,0.117968
song181.wav,0.201840,0.064083,0.006306,0.117989
song182.wav,0.203811,0.065954,0.006335,0.117924
song183.wav,0.200860,0.063243,0.006245,0.117902
song184.wav,0.254590,0.084701,0.006394,0.149935
song185.wav,0.200896,0.063213,0.006430,0.117861
song186.wav,0.201419,0.063845,0.006300,0.117882
song187.wav,0.200598,0.063065,0.006344,0.117846
song188.wav,0.200711,0.063158,0.006279,0.117990
song189.wav,0.201374,0.063714,0.006301,0.117973
song18.wav,0.200650,0.063023,0.006312,0.118008
song190.wav,0.201035,0.063357,0.006335,0.117901
song191.wav,0.200657,0.063127,0.006270,0.117887
song192.wav,0.200888,0.063330,0.006326,0.117924
song193.wav,0.201415,0.063836,0.006300,0.117809
song194.wav,0.200916,0.063027,0.006301,0.118072
song195.wav,0.239680,0.063091,0.006432,0.156655
song196.wav,0.201097,0.063454,0.006339,0.117914
song197.wav,0.202643,0.064155,0.007171,0.117959
song198.wav,0.201253,0.063703,0.006326,0.117779
song199.wav,0.202090,0.063857,0.006429,0.118222
song19.wav,0.200989,0.063240,0.006310,0.117980
song1.wav,0.200892,0.063216,0.006337,0.117926
song200.wav,0.224344,0.063566,0.006337,0.141144
song201.wav,0.208428,0.070930,0.006296,0.117765
song202.wav,0.200599,0.063007,0.006314,0.117970
song203.wav,0.200380,0.062938,0.006317,0.117760
song204.wav,0.200694,0.063096,0.006341,0.117975
song205.wav,0.200909,0.063337,0.006367,0.117773
song206.wav,0.201004,0.063494,0.006234,0.117965
song207.wav,0.201480,0.064001,0.006265,0.117862
song208.wav,0.200892,0.063410,0.006246,0.117836
song209.wav,0.202134,0.064308,0.006276,0.118128
song20.wav,0.200385,0.062945,0.006272,0.117848
song210.wav,0.200864,0.063364,0.006283,0.117832
song211.wav,0.197101,0.063662,0.006369,0.113600
song212.wav,0.200726,0.063145,0.006309,0.117882
song213.wav,0.201324,0.063684,0.006312,0.117970
song214.wav,0.206536,0.069021,0.006375,0.117830
song215.wav,0.201045,0.063538,0.006281,0.117906
song216.wav,0.200920,0.063258,0.006354,0.117926
song217.wav,0.201216,0.062661,0.007247,0.117905
song218.wav,0.201266,0.063727,0.006296,0.117946
song219.wav,0.200875,0.063269,0.006305,0.117854
song21.wav,0.201508,0.063869,0.006328,0.117907
song220.wav,0.200372,0.062928,0.006403,0.117781
song221.wav,0.201046,0.063428,0.006338,0.117959
song222.wav,0.203025,0.063141,0.006309,0.120020
song223.wav,0.201173,0.063408,0.006349,0.117962
song224.wav,0.201043,0.063231,0.006296,0.118115
song225.wav,0.200812,0.063267,0.006306,0.117831
song226.wav,0.201553,0.063835,0.006325,0.117961
song227.wav,0.200558,0.062959,0.006347,0.117887
song228.wav,0.201369,0.063653,0.006306,0.117971
song229.wav,0.227079,0.063935,0.006643,0.142993
song22.wav,0.200819,0.063322,0.006301,0.117862
song230.wav,0.200601,0.063029,0.006292,0.117936
song231.wav,0.200497,0.063066,0.006329,0.117864
song232.wav,0.200413,0.062930,0.006328,0.117834
song233.wav,0.202561,0.064893,0.006303,0.117853
song234.wav,0.201134,0.063579,0.006311,0.117910
song235.wav,0.246981,0.070153,0.006356,0.157093
song236.wav,0.200782,0.063358,0.006293,0.117892
song237.wav,0.201711,0.064088,0.006358,0.117908
song238.wav,0.200892,0.063460,0.006245,0.117893
song239.wav,0.200223,0.062679,0.006286,0.117926
song23.wav,0.203501,0.065973,0.006238,0.117802
song240.wav,0.200873,0.063300,0.006345,0.117934
song241.wav,0.194738,0.063660,0.006363,0.111122
song242.wav,0.201473,0.063784,0.006323,0.117932
song243.wav,0.200916,0.063283,0.006293,0.117950
song244.wav,0.201430,0.063754,0.006342,0.117882
