song,total,write,read,gen_fpid
song11.wav,0.313094,0.132768,0.007940,0.132959
song12_extra.wav,0.203514,0.062919,0.006487,0.118910
song14_extra.wav,0.201864,0.063369,0.006333,0.118262
song15_extra.wav,0.201132,0.063124,0.006365,0.118059
song16_extra.wav,0.201521,0.063474,0.006298,0.118292
song17_extra.wav,0.201769,0.063748,0.006345,0.118056
song18_extra.wav,0.200538,0.062798,0.006268,0.118047
song19_extra.wav,0.200991,0.063245,0.006294,0.118008
song20_extra.wav,0.201372,0.063576,0.006315,0.117977
song21_extra.wav,0.200976,0.063016,0.006337,0.118063
song22_extra.wav,0.201538,0.063794,0.006315,0.117949
song23_extra.wav,0.201387,0.063601,0.006277,0.118055
song24_extra.wav,0.208413,0.063760,0.006329,0.124771
song26_extra.wav,0.201020,0.063277,0.006317,0.117949
song27_extra.wav,0.201801,0.063692,0.006352,0.118186
song28_extra.wav,0.200730,0.063086,0.006355,0.117969
song44_extra.wav,0.201136,0.063581,0.006303,0.117952
song45_extra.wav,0.201562,0.063473,0.006352,0.118074
song46_extra.wav,0.201825,0.062981,0.006430,0.118633
song47_extra.wav,0.201846,0.063755,0.006260,0.118324
song49_extra.wav,0.208031,0.070223,0.006331,0.118044
song4_extra.wav,0.201639,0.063698,0.006289,0.118146
song50_extra.wav,0.201114,0.063563,0.006256,0.117933
song51_extra.wav,0.201175,0.063591,0.006293,0.117947
song52_extra.wav,0.215564,0.063173,0.006395,0.132412
song53_extra.wav,0.201046,0.063252,0.006313,0.118006
song54_extra.wav,0.201588,0.063836,0.006243,0.117945
song56_extra.wav,0.201199,0.063400,0.006316,0.117975
song57_extra.wav,0.201058,0.063407,0.006309,0.117859
song58_extra.wav,0.200570,0.062961,0.006300,0.117909
song59_extra.wav,0.200510,0.062855,0.006318,0.117942
song5_extra.wav,0.201009,0.063428,0.006272,0.117965
song60_extra.wav,0.201484,0.063769,0.006350,0.117932
song61_extra.wav,0.201335,0.063752,0.006276,0.118011
song63_extra.wav,0.206340,0.068585,0.006428,0.118009
song64_extra.wav,0.201197,0.063390,0.006439,0.117931
song65_extra.wav,0.222990,0.063441,0.006324,0.139823
song66_extra.wav,0.201659,0.064028,0.006265,0.118016
song67_extra.wav,0.200488,0.062861,0.006349,0.117978
song68_extra.wav,0.203108,0.063368,0.008246,0.117950
song69_extra.wav,0.201307,0.063772,0.006316,0.117873
song70_extra.wav,0.200856,0.063183,0.006304,0.117784
song71_extra.wav,0.200653,0.062862,0.006307,0.118027
song72_extra.wav,0.201432,0.063811,0.006296,0.117883
song73_extra.wav,0.200486,0.062616,0.006283,0.118137
song74_extra.wav,0.201279,0.063550,0.006374,0.117942
song75_extra.wav,0.200408,0.062741,0.006303,0.117940
song76_extra.wav,0.201214,0.063547,0.006338,0.117930
song78_extra.wav,0.217406,0.063852,0.006337,0.133685
song79_extra.wav,0.201358,0.063797,0.006226,0.117905
song7_extra.wav,0.201274,0.063604,0.006249,0.117997
song80_extra.wav,0.200707,0.063175,0.006330,0.117808
song81_extra.wav,0.200944,0.063489,0.006309,0.117931
song82_extra.wav,0.204623,0.063277,0.006367,0.117914
song83_extra.wav,0.201527,0.063812,0.006295,0.118012
song85_extra.wav,0.200987,0.063354,0.006286,0.118003
song86_extra.wav,0.201710,0.063920,0.006345,0.117971
song87_extra.wav,0.201099,0.063402,0.006287,0.117983
song88_extra.wav,0.202788,0.065061,0.006283,0.117871
song89_extra.wav,0.201274,0.063662,0.006326,0.117938
song8_extra.wav,0.205820,0.063889,0.006396,0.122008
song90_extra.wav,0.202024,0.064038,0.006423,0.118101
song92_extra.wav,0.201356,0.063531,0.006315,0.118103
song93_extra.wav,0.209531,0.071916,0.006312,0.117926
song94_extra.wav,0.201477,0.063737,0.006292,0.118023
song95_extra.wav,0.234647,0.063090,0.006560,0.151507
song96_extra.wav,0.200195,0.062561,0.006276,0.117947
song97_extra.wav,0.201030,0.063080,0.006239,0.118199
song98_extra.wav,0.201527,0.063885,0.006323,0.117850
