song,total,write,read,gen_fpid
song11.wav,0.566751,0.218279,0.028224,0.151889
song12_extra.wav,0.402318,0.161043,0.022544,0.136497
song14_extra.wav,0.373390,0.122273,0.019394,0.168040
song15_extra.wav,0.384384,0.125305,0.019742,0.173793
song16_extra.wav,0.387279,0.125592,0.019142,0.166943
song17_extra.wav,0.446677,0.135505,0.023622,0.212111
song18_extra.wav,0.386839,0.150628,0.024057,0.136018
song19_extra.wav,0.417715,0.134885,0.023137,0.184081
song20_extra.wav,0.450414,0.169790,0.022230,0.183462
song21_extra.wav,0.383572,0.134120,0.022517,0.153590
song22_extra.wav,0.383648,0.133982,0.022696,0.153661
song23_extra.wav,0.443360,0.134558,0.022855,0.212417
song24_extra.wav,0.439144,0.162114,0.021241,0.182006
song26_extra.wav,0.418244,0.131683,0.029974,0.181748
song27_extra.wav,0.377078,0.131770,0.022399,0.149447
song28_extra.wav,0.380199,0.134057,0.022476,0.149549
song44_extra.wav,0.444891,0.135368,0.023292,0.211436
song45_extra.wav,0.423077,0.154070,0.021901,0.172327
song46_extra.wav,0.415957,0.134642,0.022263,0.185513
song47_extra.wav,0.434641,0.133660,0.023120,0.203985
song49_extra.wav,0.385966,0.134380,0.028033,0.149744
song4_extra.wav,0.399982,0.137742,0.021475,0.166541
song50_extra.wav,0.442362,0.162483,0.021917,0.183520
song51_extra.wav,0.448900,0.161534,0.021914,0.191135
song52_extra.wav,0.415228,0.132548,0.023000,0.185332
song53_extra.wav,0.340194,0.115535,0.015932,0.156394
song54_extra.wav,0.322618,0.116173,0.016536,0.137756
song56_extra.wav,0.340570,0.114811,0.016857,0.156323
song57_extra.wav,0.340575,0.115003,0.017026,0.156994
song58_extra.wav,0.289035,0.095023,0.012371,0.143210
song59_extra.wav,0.289401,0.095523,0.012040,0.143456
song5_extra.wav,0.296111,0.101435,0.012448,0.143425
song60_extra.wav,0.257107,0.095229,0.015849,0.107123
song61_extra.wav,0.296060,0.095702,0.018061,0.143365
song63_extra.wav,0.290642,0.096152,0.012017,0.143708
song64_extra.wav,0.262985,0.084399,0.012217,0.135629
song65_extra.wav,0.262729,0.084170,0.012263,0.135594
song66_extra.wav,0.268594,0.083961,0.012645,0.135486
song67_extra.wav,0.263088,0.084489,0.012452,0.135546
song68_extra.wav,0.262511,0.085562,0.010435,0.135554
song69_extra.wav,0.263266,0.084005,0.012415,0.135843
song70_extra.wav,0.245273,0.083688,0.012367,0.118413
song71_extra.wav,0.254105,0.086546,0.010650,0.130593
song72_extra.wav,0.243470,0.076913,0.010486,0.130304
song73_extra.wav,0.216079,0.077943,0.011032,0.100812
song74_extra.wav,0.243940,0.077598,0.010442,0.130386
song75_extra.wav,0.245356,0.078094,0.011129,0.130354
song76_extra.wav,0.248732,0.077483,0.010901,0.134017
song78_extra.wav,0.242677,0.076180,0.010447,0.130263
song79_extra.wav,0.246875,0.087602,0.009252,0.126639
song7_extra.wav,0.232223,0.074036,0.009480,0.126791
song80_extra.wav,0.240840,0.082223,0.009399,0.126897
song81_extra.wav,0.233346,0.072500,0.009414,0.126825
song82_extra.wav,0.231673,0.073414,0.009644,0.126809
song83_extra.wav,0.234652,0.076344,0.009297,0.126753
song85_extra.wav,0.244626,0.085031,0.009436,0.127733
song86_extra.wav,0.231372,0.073303,0.009357,0.126871
song87_extra.wav,0.243491,0.073394,0.009478,0.138392
song88_extra.wav,0.222770,0.071212,0.008383,0.123962
song89_extra.wav,0.228802,0.070510,0.012981,0.125301
song8_extra.wav,0.222713,0.071040,0.008413,0.124085
song90_extra.wav,0.230241,0.070910,0.008373,0.131749
song92_extra.wav,0.233236,0.081356,0.008508,0.123986
song93_extra.wav,0.236097,0.070303,0.008818,0.125174
song94_extra.wav,0.222050,0.070584,0.008387,0.124072
song95_extra.wav,0.237232,0.075926,0.008576,0.124478
song96_extra.wav,0.222217,0.070327,0.008784,0.124164
song97_extra.wav,0.238001,0.081197,0.008970,0.129329
song98_extra.wav,0.215427,0.068390,0.007859,0.122044
