song,total,write,read,gen_fpid
song11.wav,0.573834,0.194604,0.026885,0.208834
song12_extra.wav,0.346416,0.111467,0.017887,0.160086
song14_extra.wav,0.345476,0.116720,0.016949,0.157915
song15_extra.wav,0.343506,0.114840,0.016665,0.158018
song16_extra.wav,0.343652,0.115376,0.016878,0.157827
song17_extra.wav,0.342625,0.114896,0.016910,0.157602
song18_extra.wav,0.351725,0.115703,0.017123,0.157380
song19_extra.wav,0.390332,0.116489,0.017202,0.203796
song20_extra.wav,0.371405,0.131559,0.020304,0.162119
song21_extra.wav,0.389543,0.128254,0.020849,0.173214
song22_extra.wav,0.420855,0.128773,0.020869,0.203819
song23_extra.wav,0.389409,0.129878,0.020432,0.171457
song24_extra.wav,0.388775,0.128998,0.020511,0.172291
song26_extra.wav,0.388429,0.128229,0.020629,0.171781
song27_extra.wav,0.388133,0.128644,0.020161,0.172392
song28_extra.wav,0.399334,0.128674,0.020831,0.182062
song44_extra.wav,0.389063,0.129752,0.020271,0.171967
song45_extra.wav,0.400525,0.138769,0.020406,0.173104
song46_extra.wav,0.399779,0.130319,0.020722,0.180981
song47_extra.wav,0.391610,0.130797,0.020248,0.172813
song49_extra.wav,0.409830,0.138888,0.020917,0.172561
song4_extra.wav,0.389283,0.129116,0.020432,0.172612
song50_extra.wav,0.388754,0.129420,0.020682,0.172212
song51_extra.wav,0.399929,0.130404,0.020669,0.172572
song52_extra.wav,0.390684,0.130324,0.020529,0.172688
song53_extra.wav,0.397664,0.128461,0.028858,0.172082
song54_extra.wav,0.394272,0.135072,0.020231,0.172070
song56_extra.wav,0.388411,0.128475,0.020026,0.172569
song57_extra.wav,0.403457,0.129785,0.020241,0.173864
song58_extra.wav,0.389288,0.129399,0.020211,0.172246
song59_extra.wav,0.323132,0.107399,0.015269,0.152024
song5_extra.wav,0.327666,0.110645,0.015267,0.153016
song60_extra.wav,0.325721,0.109249,0.015383,0.152326
song61_extra.wav,0.323896,0.108336,0.015227,0.151962
song63_extra.wav,0.334085,0.110172,0.015593,0.152189
song64_extra.wav,0.290943,0.100188,0.011646,0.142751
