song,total,write,read,gen_fpid
song11.wav,0.560577,0.192640,0.023246,0.206638
song12_extra.wav,0.397750,0.119561,0.015815,0.211105
song14_extra.wav,0.382181,0.107327,0.015320,0.210634
song15_extra.wav,0.380402,0.108111,0.014808,0.210264
song16_extra.wav,0.381574,0.108900,0.015480,0.209775
song17_extra.wav,0.372519,0.125175,0.018713,0.168154
song18_extra.wav,0.382473,0.127377,0.019369,0.176029
song19_extra.wav,0.371902,0.124931,0.018553,0.168054
song20_extra.wav,0.372295,0.126065,0.018549,0.167763
song21_extra.wav,0.418558,0.140822,0.021978,0.182495
song22_extra.wav,0.408799,0.134780,0.021352,0.181208
song23_extra.wav,0.416777,0.142352,0.021101,0.181156
song24_extra.wav,0.407114,0.134089,0.020861,0.180745
song26_extra.wav,0.418475,0.142744,0.021035,0.181851
song27_extra.wav,0.407757,0.134911,0.020928,0.180721
song28_extra.wav,0.405974,0.132649,0.021000,0.180788
song44_extra.wav,0.421892,0.134683,0.022577,0.191407
song45_extra.wav,0.408244,0.133104,0.021431,0.181492
song46_extra.wav,0.406130,0.132514,0.021145,0.180687
song47_extra.wav,0.406519,0.132975,0.021117,0.180992
song49_extra.wav,0.414437,0.132790,0.028731,0.181237
song4_extra.wav,0.408572,0.133637,0.021305,0.181509
song50_extra.wav,0.417776,0.136442,0.020047,0.188409
song51_extra.wav,0.406080,0.132634,0.020944,0.181188
song52_extra.wav,0.425608,0.133085,0.021321,0.199394
song53_extra.wav,0.408476,0.134693,0.021088,0.181075
song54_extra.wav,0.449256,0.135147,0.021333,0.220813
song56_extra.wav,0.406176,0.132848,0.021066,0.180667
song57_extra.wav,0.449282,0.133507,0.016151,0.221177
song58_extra.wav,0.397321,0.115244,0.016032,0.214173
song59_extra.wav,0.395212,0.114136,0.015947,0.214089
song5_extra.wav,0.397098,0.115828,0.016138,0.214062
song60_extra.wav,0.397593,0.115281,0.016711,0.214141
song61_extra.wav,0.350119,0.100350,0.011819,0.199732
song63_extra.wav,0.343455,0.094338,0.012097,0.199074
song64_extra.wav,0.344002,0.094366,0.012676,0.199409
